language,incl,done,category,id,species,area,nature,exotic,simp,script,term,script alt,term alt,IPA,status,ety,literal,meaning,remark,notes,first,ambiguous,source page,source,source link,conventionalized,dict page,dictionary,dict link,wiktionary,date,century,period,based on,att page,attested,att,att link,CQL,warning,historic,per m H,tenten,per m C,bdb,etymology,quote,historical corpus,analyzability,structure,element,borrowing,how,type,has prototype,is prototype,modifier tr,head tr,specifying word tr,modifier,headword,specifier,modifier type,sensory,headword type,similarity,mechanism,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,allspice,allspice,Pimenta dioica,America,,,甜胡椒,甜胡椒,tiánhújiāo,,,,alternative,,sweet-barbarian-pepper,,,,,,,,,yes,,YellowBridge,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3,no,,modified,yes,,tián,hújiāo,,sweet,barbarian pepper,,taste,gustatory,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,allspice,allspice,Pimenta dioica,America,,,多香果,多香果,duōxiāngguǒ,,,,default,done,many-spice-fruit,,,,,,,,,yes,,kleeman_oxford_2010,,https://en.wiktionary.org/wiki/%E5%A4%9A%E9%A6%99%E6%9E%9C,1953,20,Modern,Books,,,,https://books.google.com.hk/books?id=IltEAAAAYAAJ&q=%22%E5%A4%9A%E9%A6%99%E6%9E%9C%22&dq=%22%E5%A4%9A%E9%A6%99%E6%9E%9C%22&hl=en&sa=X&ved=2ahUKEwiGuqCHmZb5AhXGqFYBHUweBwEQ6AF6BAgHEAI,,,,,,,,,,,analyzable,compound,3,yes,calque,modified,yes,,duō,xiāng,guǒ,many,spice,fruit,descriptive,,function,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,allspice,allspice,Pimenta dioica,America,,,全香子,全香子,quánxiāngzǐ,,,,alternative,,all-spice-seed,,,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3,yes,calque,modified,yes,,quán,xiāng,zǐ,all,spice,seed,descriptive,,function,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,allspice,allspice,Pimenta dioica,America,,,牙买加 胡椒,牙買加胡椒,yámǎijiā hújiāo,,,,alternative,,Jamaica-barbarian-pepper,,,,,,,,,yes,,MDBG,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,yes,calque,modified,yes,,yámǎijiā,hújiāo,,Jamaica,barbarian pepper,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,allspice,allspice,Pimenta dioica,America,,,众香子,眾香子,zhòngxiāngzǐ,,,,alternative,,many-spice-seed,,,,,,,,,yes,,MDBG,,https://en.wiktionary.org/wiki/%E5%A4%9A%E9%A6%99%E6%9E%9C,,,,,,,,,,,,,,,,,,,analyzable,compound,3,yes,calque,modified,yes,,zhòng,xiāng,zǐ,many,spice,seed,descriptive,,function,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,anise,anise,Pimpinella anisum,Mediterranean,,,茴芹,茴芹,huíqín,,,,default,done,hui-celery,anise,,originally for thyme,,yes,,,,yes,,kleeman_oxford_2010,https://dictionary.cambridge.org/dictionary/english-chinese-traditional/anise,https://en.wiktionary.org/wiki/%E8%8C%B4%E8%8A%B9,1841,19,Modern,Books,,,,https://books.google.com.hk/books?id=I46RwQP667QC&pg=PA715&dq=%22%E8%8C%B4%E8%8A%B9%22&hl=en&sa=X&ved=2ahUKEwiZm5mBmJb5AhUF_mEKHdTADd8Q6AF6BAgEEAI#v=onepage&q=%22%E8%8C%B4%E8%8A%B9%22&f=false,,,,,220,0.01,,,,,analyzable,compound,2,no,,basic,yes,,huí,qín,,hui,celery,,prototype similarity,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,anise,anise,Pimpinella anisum,Mediterranean,,,茴香,茴香,huíxiāng,,,,alternative,,hui-spice,anise/fennel,rather fennel,also fennel,,,,,,yes,,kleeman_oxford_2010,,https://en.wiktionary.org/wiki/%E8%8C%B4%E9%A6%99,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,basic,yes,,huí,xiāng,,hui,spice,,prototype,,function,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,anise,anise,Pimpinella anisum,Mediterranean,,,欧洲大茴香,歐洲大茴香,ōuzhōu dàhuíxiāng,,,,alternative,,European-big-hui-spice,European anise,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,0,0,,,,,analyzable,compound,2,no,,modified,yes,,ōuzhōu,dàhuíxiāng,,European,anise,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,anise,anise,Pimpinella anisum,Mediterranean,,,西洋茴香,西洋茴香,xīyáng huíxiāng,,,,alternative,,western-ocean-hui-spice,Indian Ocean fennel,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,0,0,,,,,analyzable,compound,2,no,,modified,yes,,xīyáng,huíxiāng,,Western ocean,fennel,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,anise,anise,Pimpinella anisum,Mediterranean,,,洋茴香,洋茴香,yáng huíxiāng,,,,alternative,,ocean-hui-spice,(Western) Ocean fennel,,,,,,CEC,,,,CEC,https://dictionary.cambridge.org/dictionary/english-chinese-traditional/aniseed,,,,,,,,,,,,,,0,0,,,,,analyzable,compound,2,no,,modified,yes,,yáng,huíxiāng,,Ocean,fennel,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,asafoetida,asafoetida,Ferula spp.,Asia,spice,,阿魏,阿魏,āwèi,,,/ʔɑ  ŋʉiH/,default,done,,asafoetida,,"from Tokharian B ankwaṣ(ḍ); from this cosmopolitan center [Chang'an], the resin was made known to all East Asian regimes, as awei in China, agi in Japan, awi in Korea, and a ngui in Vietnam",,,,leung_itinerary_2019,,yes,,MDBG,,https://en.wiktionary.org/wiki/%E9%98%BF%E9%AD%8F,801,7,Tang,CTP,,,,,,,,,"2,614",0.16,,,https://ctext.org/post-han?searchu=%E9%98%BF%E9%AD%8F,,unanalyzable,compound,,yes,phonetic,basic,no,,,āwèi,,,āwèi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,asafoetida,asafoetida,Ferula spp.,Asia,,,阿虞,阿虞,ayü,,阿虞截; 央匱,,alternative,,,asafoetida,,from Persian ānghūzeh,,,,leung_itinerary_2019,,,,,,,1578,16,Ming,CTP,,Bencao Gangmu,,,,,,,30,<,,,,,unanalyzable,compound,,yes,phonetic,basic,no,,,ayü,,,ayü,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,asafoetida,asafoetida,Ferula spp.,Asia,,,哈昔尼,哈昔尼,hāxīní,,,,alternative,,,asafoetida,,from Persian kasni; Ghazni 伽闍那,,,,leung_itinerary_2019,,,,,,,978,10,Norhten Song,CTP,,Taiping Guangji,,,,,,,1,<,,,,,unanalyzable,compound,,yes,phonetic,basic,no,,,hāxīní,,,hāxīní,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,asafoetida,asafoetida,Ferula spp.,Asia,,,黑黎提提,黑黎提提,hēilítí​tí,,,,alternative,,,asafoetida,,from Arabic ḥiltīt,,,97,rossabi_eurasian_2013,,,,,,,,,,,,,,,,,,,0,<,,,,,unanalyzable,compound,,yes,phonetic,basic,no,,,hēilítí​tí,,,hēilítí​tí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,asafoetida,asafoetida,Ferula spp.,Asia,,,兴蕖/兴渠/兴瞿,興蕖/興渠/興瞿,xīngqú,,薰渠,/hɨŋ  ɡɨʌ/,historic,done,,asafoetida,,from Sanskrit hiṅgu,word,,,leung_itinerary_2019,,,,,,,c400?,5,,,,,,,,,,,100,0.01,,,,,unanalyzable,compound,,yes,phonetic,basic,no,,,xīngqú,,,xīngqú,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,asafoetida,asafoetida,Ferula spp.,Asia,,,形虞,形虞,xíngyú,,,,alternative,,,asafoetida,,from Sanskrit hiṅgu,word,,,leung_itinerary_2019,,,,,,,,,,,,,,,,,,,0,<,,,,,unanalyzable,compound,,yes,phonetic,basic,no,,,xíngyú,,,xíngyú,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cardamom,black cardamom,Amomum subulatum,Asia,,,香豆蔻,香豆蔻,xiāngdòukòu,,,,related,,fragrant-cardamom,black cardamom; Nepal cardamom,,,,,327,hu_food_2005,,,,,,,1833,19?,Modern,Books,,Zhaodai congshu,,http://www.chinaknowledge.de/Literature/Poetry/zhaodaicongshu.html,,,,,,,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028341,,,,analyzable,compound,2,no,,modified,yes,,xiāng,dòukòu,,fragrant,cardamom,,smell,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cardamom,black cardamom,Amomum subulatum,Asia,,,嘎哥拉,嘎哥拉,gágēlā,,,,historic,,,,,"from kakulla, local name in eastern Tibet",,,327,hu_food_2005,,,,,,,,,,,,,,,,,,,0,0,,,,,unanalyzable,compound,,yes,phonetic,basic,no,,,gágēlā,,,gágēlā,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,caraway,caraway,Carum carvi,Eurasia,,,藏茴香,藏茴香,zànghuíxiāng,,藏茴香果 zànghuíxiāngguǒ,,alternative,,Tibetan-hui-spice,,,,,,,,,yes,,MDBG,,,,,,,,,,,,,,,0,0,,,,,analyzable,compound,2,no,,modified,yes,,zàng,huíxiāng,,Tibetan,fennel,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,caraway,caraway,Carum carvi,Eurasia,,,页蒿,頁蒿,yèhāo,,,,alternative,,leaf-wormwood,,,,,,,,,yes,,MDBG,,,,,,,,,,,,,,,0,0,,,,,analyzable,compound,2,no,,basic,yes,,yè,hāo,,leaf,wormwood,,physical similarity,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,caraway,caraway,Carum carvi,Eurasia,plant; seeds,,葛缕子,葛縷子,gělǚzi,,葛縷子籽 gě​lǚ​zizǐ,,default,done,,caraway,"see Japanese 葛縷子, transcription of Latin Cauri; also キャラウェイ \textit{kyarawei}; and 姫茴香 [princess-fennel-spice] attested in 1822 in a Japanese book",,,,,,,yes,,kleeman_oxford_2010,,https://en.wiktionary.org/wiki/%E8%91%9B%E7%B8%B7%E5%AD%90,1822,19,Modern,Books,,遠西醫方名物考,,https://www.google.com/search?q=%22%E8%91%9B%E7%B8%B7%E5%AD%90%22&biw=1280&bih=577&tbs=cdr%3A1%2Ccd_min%3A1%2F1%2F1700%2Ccd_max%3A12%2F31%2F1850&tbm=bks&sxsrf=ALiCzsZqfjrIjC8d0rBeXSyqUt2Uja4Rtg%3A1659444891561&ei=mx7pYpLFIevs2roPwP2h-AY&ved=0ahUKEwjS_qP6maj5AhVrtlYBHcB-CG8Q4dUDCAg&uact=5&oq=%22%E8%91%9B%E7%B8%B7%E5%AD%90%22&gs_lcp=Cg1nd3Mtd2l6LWJvb2tzEANQnARYjBFgtRNoAHAAeACAAUeIAb8BkgEBM5gBAKABAcABAQ&sclient=gws-wiz-books,,,0,,120,0.01,,,,,unanalyzable,compound,,yes,learned loan,basic,no,,,gělǚzi,,,gělǚzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cardamom,cardamom,Amomum spp.,Asia,spice; plant,,豆蔻,豆蔻,dòukòu,,,,default,done,bean-cardamom,cardamom (Hu); round cardamom (defrancis_abc_2003); nutmeg,maybe phono-semantic matching?,"in TCM, it refers to nutmeg (ECMM 134)",,,325-326,hu_food_2005,,yes,212,defrancis_abc_2003,,https://en.wiktionary.org/wiki/%E8%B1%86%E8%94%BB,624,7,Tang,CTP,,,,,,amb,,,"7,331",0.44,,,,,analyzable,compound,1,maybe,phono-semantic matching,basic,yes,,dòu,kòu,,bean,cardamom,,similarity in appearance,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,,cardamom,cardamom,Elettaria cardamomum,Asia,,,绿豆蔻,綠豆蔻,lǜdòukòu,,,,alternative,,green-cardamom,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,7,<,,,,,analyzable,compound,2,no,,modified,yes,,lǜ,dòukòu,,green,cardamom,,color,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,,cardamom,cardamom,Elettaria cardamomum,Asia,,,青砂仁,青砂仁,qīngshā​rén,,,,alternative,,green-gravel-kernel,,,in Hong Kong,,,,Wikipedia,,,,,,,,,,,,,,,,,,,0,0,,,,,analyzable,compound,2,no,,modified,yes,,qīng,shā​rén,,green,amomum,,color,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cardamom,cardamom,Elettaria cardamomum,Asia,yes,,小豆蔻,小豆蔻,xiǎodòukòu,,,,alternative,,little-cardamom,,,TCM name (ECMM 39),,,,,,yes,1041,defrancis_abc_2003,,,,,,,,,,,,,,,585,0.04,,,,,analyzable,compound,2,no,,modified,yes,,xiǎo,dòukòu,,little,cardamom,,size,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cinnamon,cassia,Cinnamomum cassia,Asia,,,官桂,官桂,guānguì,,,,alternative,,official-cassia,cassia,,because of its scroll-like shape,,,,hu_food_2005,,,,,,https://www.wikidata.org/wiki/Q28165,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,guān,guì,,official,cassia,,descriptive,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cinnamon,cassia,Cinnamomum cassia,Asia,,,桂皮,桂皮,guìpí,,,,alternative,,cassia-skin,cassia,,,,,,,,yes,,defrancis_abc_2003,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200008728,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,,guì,pí,,cassia,skin,plant part,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cinnamon,cassia,Cinnamomum cassia,Asia,,,桂心,桂心,guìxīn,,,,alternative,,cassia-heart,cassia,,,,,,hu_food_2005,,,,,,https://en.wiktionary.org/wiki/%E8%8A%AB%E8%8D%BD,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,,guì,xīn,,cassia,heart,plant part,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cinnamon,cassia,Cinnamomum cassia,Asia,,,桂枝,桂枝,guìzhī,,,,specific,,cassia-branches,cassia twigs,,TCM,,,,hu_food_2005,,yes,,defrancis_abc_2003,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,,guì,zhī,,cassia,branches,plant part,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cinnamon,cassia,Cinnamomum cassia,Asia,spice; plant,,肉桂,肉桂,ròuguì,,,,default,done,flesh-cassia,cassia,,,,,,hu_food_2005,,yes,,defrancis_abc_2003,,https://en.wiktionary.org/wiki/%E8%82%89%E6%A1%82,170-219,2,Eastern Han,CTP,,Jingui Yaolüe,,,,,0,,,,,,,,analyzable,compound,2,no,,modified,yes,,ròu,guì,,flesh,cassia,,descriptive,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cinnamon,cassia,Cinnamomum cassia,Asia,,,桂子,桂子,guìzǐ,,,,specific,,cassia-seeds,cassia buds,,,,,,,,yes,,defrancis_abc_2003,,https://en.wiktionary.org/wiki/%E4%B8%81%E9%A6%99,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,basic,yes,,,guì,zǐ,,cassia,seed,plant part,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cinnamon,cassia,Cinnamomum cassia,Asia,spice; plant,,桂,桂,guì,,,,historic,,cassia,cassia; osmanthus,,also O. fragrans,,,,,,yes,,defrancis_abc_2003,,https://en.wiktionary.org/wiki/%E6%A1%82,c-200,-3,Warring States,CTP,,Liji,,,,,,,,,,,,,unanalyzable,simple,,no,,basic,no,yes,,guì,,,guì,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,chile,chile,Capsicum annuum,America,spice,,番姜,番薑,fānjiāng,,,Min Nan (POJ): hoan-kiuⁿ,alternative,,foreign-ginger,"hot pepper, chili",Hokkien; Wenzhou Wu Wu; Taiwan; a survey of Taiwanese flora and fauna from 1746 is the earliest source from that island to include chiles. It presents the Dutch as the source for chiles on the island: “Foreign ginger (fanjiang) is a type of vine from Holland. . . . Foreigners (fanren) brought these pods [to Taiwan] to eat them.”,,,,,dott_chile_2020,,,,,,https://en.wiktionary.org/wiki/%E7%95%AA%E8%96%91,1746,18,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,fān,jiāng,,foreign,ginger,,source,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,chile,chile,Capsicum annuum,America,spice,,番椒,番椒,fānjiāo,,,,historic,,foreign-pepper,,Zhezhiang first,,,,,dott_chile_2020,,,,,,,1591,16,,,,,,,,,,,188,0.01,,,,,analyzable,compound,2,no,,modified,yes,,fān,jiāo,,foreign,pepper,,source,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,chile,chile,Capsicum annuum,America,spice,,海椒,海椒,hǎijiāo,,,,alternative,,sea-pepper,,Hungarian tengeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,hǎi,jiāo,,sea,pepper,,source,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,chile,chile,Capsicum spp.,America,spice,,红椒,紅椒,hóngjiāo,,,,alternative,,red-pepper,cayenne pepper,,,,,,,,yes,368,defrancis_abc_2003,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,hóng,jiāo,,red,pepper,,color,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,chile,chile,Capsicum spp.,America,spice,,红辣椒,紅辣椒,hónglàjiāo,,,,alternative,,red-pungent-pepper,"hot red pepper, chili",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3,no,,modified,yes,,hóng,làjiāo,,red,chili,,color,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,chile,chile,Capsicum spp.,America,spice,,红甜椒粉,紅甜椒粉,hóngtiánjiāofěn,紅甜椒,hóngtiánjiāo,,alternative,,red-sweet-pepper-powder,paprika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,4,no,,modified,yes,,hóng tián,jiāo,fěn,red; sweet,pepper,powder,color; taste,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,chile,chile,Capsicum spp.,America,spice,,辣胡椒,辣胡椒,làhújiāo,,,,alternative,,pungent-barbarian-pepper,hot pepper,,,,,,,,yes,,MDBG,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3,no,,modified,yes,,là,hújiāo,,spicy,barbarian pepper,,taste,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,chile,chile,Capsicum annuum,America,spice; plant,,辣椒,辣椒,làjiāo,,,,default,done,pungent-pepper,"hot pepper, chili",,,,,,,,yes,,defrancis_abc_2003,,https://en.wiktionary.org/wiki/%E8%BE%A3%E6%A4%92,1785,18,Qing,SS,,,,,,,,,"185,141",11.16,,,,,analyzable,compound,2,no,,modified,yes,,là,jiāo,,spicy,pepper,,taste,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,chile,chile,Capsicum annuum,America,spice,,辣茄,辣茄,làqié,,,,alternative,,spicy-eggplant,chili,,,,,,dott_chile_2020,,,,,,,,,,,,,,,,,,,23,<,,,,,analyzable,compound,2,no,,modified,yes,,là,qié,,spicy,eggplant,,taste,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,chile,chile,Capsicum annuum,America,spice,,秦椒,秦椒,qín​jiāo,,,,alternative,,Qin-pepper,chili,,,,,,dott_chile_2020,,,,MDBG,,,1682,17,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,qín,​jiāo,,Qin,pepper,,source,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,chile,chile,Capsicum spp.,America,spice,,青椒,青椒,qīng​jiāo,,,,alternative,,green-pepper,"green pepper, green cayenne pepper",,,,,,,,yes,729,defrancis_abc_2003,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,qīng,​jiāo,,green,pepper,,color,visual,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,chile,chile,Capsicum spp.,America,,,柿子椒,柿子椒,shìzijiāo,,,,related,,persimmon-ZI-pepper,"pimento pepper, bell pepper, sweet pepper",,,,,,,,yes,,MDBG,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,shìzi,jiāo,,persimmon,pepper,,similarity in appearance,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,chile,chile,Capsicum spp.,America,spice,,甜辣椒,甜辣椒,tiánlàjiāo,,,,alternative,,sweet-pungent-pepper,"green pepper, sweet pepper",,,,,,,,yes,927,defrancis_abc_2003,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3,no,,modified,yes,,tián,làjiāo,,sweet,chili,,taste,gustatory,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,chile,chile,Capsicum spp.,America,spice,,辣子,辣子,làzi,,,,alternative,,spiciness,"cayenne pepper, chili",from Uyghur? See Sulaiman (2020),impetious and overbearing person,,,,,,yes,538,defrancis_abc_2003,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,maybe,phono-semantic matching?,basic,yes,,,làzi,,,spicy,ZI,placeholder,,taste,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cinnamon,cinnamon,Cinnamomum verum,Asia,spice; plant,,锡兰肉桂,錫蘭肉桂,xīlán ròuguì,,,,default,,Ceylon-flesh-cinnamon,,translation of scientific name,,,,,,,,,,,,1920,,,Books,,,,https://books.google.com.hk/books?id=OUwbymgiW_4C&q=%22%E9%8C%AB%E8%98%AD%E8%82%89%E6%A1%82%22&dq=%22%E9%8C%AB%E8%98%AD%E8%82%89%E6%A1%82%22&hl=en&sa=X&ved=2ahUKEwjFrPyk1Lz5AhVomlYBHRLBDToQ6AF6BAgHEAI,,,,,,,,,,,analyzable,compound,2,yes,calque,modified,yes,,xīlán,ròuguì,,Ceylon,cassia,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,clove,clove,Syzygium aromaticum,Asia,spice,,丁香,丁香,dīngxiāng,,丁子香,,default,done,nail-spice,,,also lilac; fig. tip of a woman's tongue; see 雞舌香,,,,,,yes,,kleeman_oxford_2010,,https://en.wiktionary.org/wiki/%E8%BE%A3%E6%A4%92,1321,14,Ming,CTP,,Romance of the Three kingdoms,,,,,,,"58,423",3.52,,,,,analyzable,compound,2,no,,modified,yes,,dīng,xiāng,,nail,spice,,shape,visual,function,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,clove,clove,Syzygium aromaticum,Asia,,,鸡舌香,雞舌香,jīshéxiāng ,,,,historic,,chicken-tongue-spice,,,,,,,,,yes,,defrancis_abc_2003,,,343,4,Jin,CTP,,Baopuzi; NFCM,,,,,,,76,<,,,,,analyzable,compound,3,no,,modified,yes,,jīshé,xiāng ,,chicken tongue,spice,,shape,visual,function,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,coriander,coriander,Coriandrum sativum,Asia,,,芫茜,芫茜,yánqiàn,,,,alternative,,lilac-madder,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,no,,yán,qiàn,,lilac,madder,,prototype similarity,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,coriander,coriander,Coriandrum sativum,Asia,plant; herb,,芫荽,芫荽,yánsuī,,,,default,done,lilac-coriander,,yan only used in yansui and yanhua; should be loanword,,,,594,hu_food_2005,,yes,,MDBG,,https://en.wiktionary.org/wiki/%E8%8A%AB%E8%8D%BD,c1592,16,Ming,CTP,,Journey to the West,,,,,,,"3,754",0.23,,,,,analyzable,compound,2,no,,modified,no,,yán,suī,,lilac,coriander,,prototype similarity,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,coriander,coriander,Coriandrum sativum,Asia,plant; herb,,香菜,香菜,xiāngcài,,,,historic,,fragrant-vegetable,fragrant greens,,,,,594,hu_food_2005,,yes,,MDBG,,,978,10,Norhten Song,CTP,,Taiping Guangji,,,,,,,"36,665",2.21,,,,,analyzable,compound,2,no,,modified,yes,,xiāng,cài,,fragrant,vegetable,,smell,olfactory,function,,,,,,,,,,,,,,,,,,,,,,,,
